,AAPL,MSFT,AMZN,GOOGL,GOOG,BRK-B,NVDA,TSLA,META,UNH,JNJ,JPM,V,PG,XOM,HD,CVX,MRK,PEP,KO,ABBV,ADBE,WMT,TMO,CSCO,ACN,DHR,MCD,BMY,CRM,NFLX,LIN,TXN,INTC,HON,AMD,PM,NEE,UNP,WFC,VZ,MS,RTX,GS,AMGN,IBM,QCOM,CAT,AXP,CVS,SCHW,COP,LOW,SPGI,BA,LMT,DE,INTU,GE,MDT,AMT,NOW,ISRG,BKNG,GILD,PLD,SYK,T,ADI,BLK,PYPL,MO,MMC,ZTS,TGT,C,ADP,CI,DUK,SO,CSX,BDX,PNC,USB,VRTX,MU,CB,CL,REGN,SHW,ELV,MDLZ,EQIX,APD,GM,ETN
CVS,0.08621303792954108,0.07684401143925318,0.026712245073986614,0.004492755582566943,0.006819299349989804,0.34857081377173765,0.021442478408329437,0.10229327920481705,0.03270823224672454,0.4223448929934229,0.1627012053435744,0.309511583233143,0.24234054900063298,0.025124124521729817,0.14975721980350323,0.04727525675370353,0.1988267947072031,0.12606460768233635,0.12316975197990279,0.15227226734608026,0.13899195231775172,0.15323866141697015,0.09820746849267338,0.1209823278894057,0.12260964404433937,0.08338245370325821,0.19555295615220003,0.1352211258792066,0.12851920320063712,0.10242150250368726,0.04490230240361497,0.19164238906217224,0.1428302756995673,0.17993636233884575,0.16734503862155944,0.054218455764722444,0.04004762617336062,0.03190625786631994,0.3193669743538407,0.23235442105632745,0.2342409173444229,0.21312340620856615,0.18716838688283174,0.24313040682072906,0.19960051759182273,0.11704576108830701,0.1627822678163052,0.22640716372671915,0.21006912455301524,1.0,0.1619917015382922,0.15790188744240127,0.06763801336989446,0.1134424323699714,0.07885984566000359,0.1712917596948758,0.2209745499812115,0.06301515072673972,0.21908102813575728,0.18624597497290085,-0.01066987208032316,0.010012684426732577,0.051981929001247575,0.10704464168411883,0.20532182442556643,0.15673260766731278,0.09084426699084201,0.2333170542590088,0.16542495886133043,0.13456749637765644,0.04273528366587773,0.15957547419922058,0.2519441336037514,0.08058030033506458,0.022790359184844823,0.22949231020760105,0.2436592990866077,0.4144814564368415,0.12293616983188259,0.13582631391547287,0.2282329884538972,0.07683931205174122,0.19574251831194153,0.2601074031551745,0.06179717441593297,0.12806923863978556,0.17169574663967108,0.035312812589549714,0.06038231989726344,0.1442914254195985,0.4312012838291112,-0.01766476757375541,0.01795279378450687,0.25149977977347004,0.15063510308664743,0.09638886464965711
SCHW,0.3740502275582333,0.41528651120261667,0.45414706990493864,0.3122726625439355,0.3176327978205289,0.5115239690535354,0.38424124275989313,0.36798326344548804,0.40035427007700497,0.010711179647559134,0.09823347437229613,0.7213789049707545,0.5177410574703569,0.13762519729540304,0.24794276945210306,0.2780680298286501,0.30931258029775804,0.07045568101783095,0.08926595086345875,0.09027197206975651,0.04915017817547335,0.3490502540448151,0.40116694081390586,0.212826411081169,0.47411476587834467,0.3162750178916787,0.2723958322603496,0.1653736806230759,0.09929410574692564,0.383794167954101,0.3517382779097176,0.47604532352935003,0.3581052186105499,0.2675679231699599,0.42342674044953366,0.33320225726597746,0.18396596597068882,0.09862752899761956,0.3963127546355157,0.6878257434760843,0.09833072359607671,0.69704022766214,0.3575478652690594,0.6793145012874047,0.11085162675507716,0.30082091701469643,0.41113712547463843,0.4933318576083089,0.6258019957456533,0.1619917015382922,1.0,0.3495924160129687,0.24743854542091104,0.5236902532966639,0.4001461340802445,0.14055799447690565,0.36589365947989355,0.4166066594005179,0.494321748046097,0.25273722032299667,0.02302868849385944,0.4385160348567515,0.45396038955806894,0.5019597421487689,0.14290535623918424,0.3613344237076495,0.5017804431816666,0.23912911583193805,0.4403950756533553,0.6171776840634325,0.43435361202112804,0.06640186446111489,0.2983638744227482,0.21395141798827588,0.23110425382083083,0.6048260778079368,0.4637801506471754,0.040782638314598905,0.15191314701322023,0.1098441640274586,0.46427482826573124,0.21645181509866204,0.6117241114481974,0.5734146392944809,0.09774439519841925,0.3335440530802367,0.26004968986427485,0.051185949627294655,0.05174500898594218,0.34604665698110393,-0.03738336682049017,0.007967697750579077,0.3533293758850336,0.4253760047210665,0.35050784558357756,0.4488926336016245
COP,0.42043597433566365,0.23669490598025794,0.37571422687001804,0.20520793875989024,0.20825204947118303,0.4271622068731656,0.324951202654434,0.3173719498771092,0.29791910853059816,0.02665060974153913,0.09799083990127434,0.45400148005048696,0.36726157045423213,0.08256397338425997,0.8097192563325568,0.2805822125294087,0.8101271268280343,0.21357785374725588,0.1564206477647319,0.02974897326558451,0.2815436191579626,0.23942048310055328,0.15753066125392876,0.4085834647072361,0.3715982737826133,0.2582515370622611,0.4082300036968571,0.06546513637578336,0.2913531368480593,0.2378620893074603,0.18112888259037752,0.3319905638021985,0.4174940050416556,0.3033736196077094,0.4135431680972293,0.36856319465179543,0.01558578827581622,0.20528700535788155,0.40607703152059427,0.4174629469033578,0.0880847791126848,0.4754638362828538,0.3356629202174672,0.48492773993532784,0.24086568072726258,0.2393483586722275,0.4565576741229698,0.49518382813441836,0.5084615007619357,0.15790188744240127,0.3495924160129687,1.0,0.2591746267773947,0.29867138885354716,0.348051116004207,0.1606708276123943,0.3745902347311857,0.24430873054597665,0.34352811565490526,0.2897936933153338,-0.018048187895983926,0.2757215378748665,0.3342632110260118,0.33296395091194453,0.1288649102411797,0.3994131877191508,0.27798328691530033,0.1026920866834408,0.4620093217943013,0.4611930384038626,0.30859269954268204,0.15242605859619926,0.15117169668075012,0.2753619816238923,0.3158207854242121,0.460504307997229,0.2967705497705715,0.052112540463469935,0.05328851189187696,0.09099492669376809,0.3584814272658286,0.21805525611384416,0.5244818107010963,0.4885762466514262,0.08335870871020906,0.3868936294631706,0.24739551570673887,-0.010113091831257954,0.20186433465489093,0.21513544910923266,0.037030961613848716,0.03168127412156367,0.2273016219828731,0.42184017107278377,0.3140872895952723,0.34891362266861325
LOW,0.44186298162046683,0.20089536661325183,0.3326261846758911,0.21409805033246,0.21843167356579446,0.3333796670115844,0.1271814589456685,0.2424186000627348,0.3446538873648262,0.09803475021291731,0.2623954207982278,0.2970700904686047,0.38903778619400603,0.3419659916960669,0.2761488535043041,0.8872687949856255,0.3174975331432185,0.2891284561156857,0.36972892939584867,0.20682229240084515,0.24062863391034447,0.38816287359089,0.3631269760650402,0.4159211873221912,0.3854935955907974,0.3324442818149247,0.40956969614611644,0.3215386725232534,0.3313558771337299,0.3374159749523184,0.05390059964294887,0.4537204429503008,0.3947803462542824,0.23103000422024514,0.44502105555097754,0.20132387446735062,-0.001335122841121414,0.26824868445082795,0.5227595248630125,0.3127347293878596,0.2565424776808116,0.39913911350182835,0.11489385997648646,0.401303310623019,0.2980723868712944,0.25584735636039496,0.41033268592809563,0.43442184496668856,0.48079548609507466,0.06763801336989446,0.24743854542091104,0.2591746267773947,1.0,0.47652527876916145,0.23659691270910366,0.10811152733465638,0.41060814444073535,0.30891572912422105,0.2933132172796437,0.3598201698575043,0.27704756120892365,0.275680337389682,0.34611319721225486,0.3677911075647778,0.26349741391729653,0.5718691282265516,0.4940789355202212,0.19346804213717322,0.3945881406127259,0.5402340645010311,0.42008969738820734,0.07714365540791703,0.37867445064894395,0.48202108500116647,0.4636925302610811,0.4081626005390946,0.35300481180810805,0.2401382378150351,0.13852905592208656,0.2472147726571205,0.4470143980294341,0.3006986462820019,0.5283133530620587,0.5187981953288661,0.26294204105195973,0.2775863424205785,0.3053741599241583,0.32745343334161536,0.29618421716819016,0.730356622193931,0.15094231849606218,0.21332218089153185,0.3337095342858631,0.540548985618218,0.3900702987892858,0.22833612053906452
SPGI,0.5019902220370632,0.4719304581794354,0.4619021864522332,0.27739724607492366,0.28112809274745193,0.5154344819378837,0.33551608573838376,0.2877819422236467,0.5163152975030677,0.07462866675677968,0.21714194678455412,0.5361100057550019,0.6113372034939294,0.33305545477724574,0.30361915023758623,0.5009787643820836,0.3543593513170737,0.21682859743517488,0.24040452343938667,0.3236972131796668,0.2644081468958773,0.3637308040473489,0.466482020076213,0.3798316538539789,0.4969432827669999,0.4470996088084948,0.4514717392206141,0.25972617206728066,0.209982917769804,0.43448658784254524,0.3795030804945113,0.5894771879091592,0.3575624725488976,0.21455532208657563,0.5518267396810567,0.35963628534267905,0.2198186511445805,0.23392576056428271,0.4609393297027622,0.4835704766362521,0.2543886173393834,0.5661229734312883,0.3502705651431245,0.586165508011046,0.25136927568364703,0.3328240919881288,0.38370173096198146,0.44815013095647294,0.5808636108956386,0.1134424323699714,0.5236902532966639,0.29867138885354716,0.47652527876916145,1.0,0.41570274249335165,0.24469478285237498,0.4043095561111775,0.39125215379340383,0.5333668125272274,0.35217395835602866,0.24082094110480282,0.4253435965220587,0.5090586641025966,0.5037373125967215,0.2366951679172489,0.4902289247835673,0.5938085481895338,0.2817129844181075,0.46715337672278007,0.6449954289747741,0.4481747772742254,0.12639024258859716,0.5143389614419029,0.4245231568571111,0.2685358498992191,0.5323631597065549,0.5623506773515635,0.09125131048224788,0.21009979060201844,0.2339335006702841,0.42975683665303316,0.28398801485485603,0.5335527700984474,0.4932231951613695,0.19134186051348712,0.3089642452744509,0.4100149008930378,0.23186697742428394,0.22822751934896177,0.5757595932428397,0.1095901598707366,0.21905384254133592,0.4435237523518486,0.5223187536843842,0.34598983328919397,0.3593753808122828
BA,0.44578910864431276,0.3725864138038851,0.4683123473271854,0.35810345678780164,0.3594714932581944,0.33969284628227475,0.3849183053360378,0.3882045145757736,0.4788503522840265,-0.0015930860619481054,-0.003323874746359802,0.43541790616360493,0.42219873503140226,0.11900898127853081,0.2454329497586171,0.27790156065488003,0.3326024614975463,0.13864186468577694,0.05989376729769727,0.05923358803918935,0.11885168652784109,0.2137802031442932,0.37319917674404673,0.30410232869406506,0.42775350442922666,0.29019647260290266,0.353912395483026,0.0818076343932244,0.05696253465141435,0.3575665035991928,0.3363916341307799,0.34252892496065196,0.40122691470209304,0.2909945489763403,0.3709849795962465,0.4175245352539124,0.08785471753915408,0.07932783856880345,0.3334056903361288,0.3918658162707524,-0.07475617918803308,0.4604297786840524,0.4047509944344712,0.4416615282558991,0.10072988176429341,0.2591297525746258,0.44799881746701814,0.3715947772705162,0.5468811380472607,0.07885984566000359,0.4001461340802445,0.348051116004207,0.23659691270910366,0.41570274249335165,1.0,0.07599339707025099,0.3281234795416628,0.25886564549816676,0.48072672972171443,0.22680885764214528,-0.04856734425011012,0.37437423686832977,0.4527018817475722,0.3898856310524452,0.181517432440464,0.3620341082245059,0.40170220280661667,0.016660795288838463,0.492054628930236,0.4783749768935306,0.4029127843049443,-0.1419409275762193,0.1993039020710734,0.22413329161166792,0.3004139530082459,0.48224628185403157,0.2863791257241761,-0.06650754383894317,-0.07858598689007229,-0.040409695666696686,0.2022678568113289,0.1913690832814643,0.38728256501409997,0.40704790359983817,0.015306583805059676,0.34113959762985135,0.10441681436378633,0.04425221096273132,0.21083090382073263,0.25965448207634395,0.014905921481494897,0.03258312903406928,0.36328326186548304,0.4271161402516047,0.32460687185134063,0.3859162356619582
LMT,0.042287743077674834,0.0077082292538572005,0.046256222766556575,-0.00797659450530622,-0.003279951680416488,0.2811024401763559,-0.010390063599398307,0.062033194194431145,-0.03071901116659903,0.18672684721121485,0.19989928907505314,0.12534610161473977,0.2081691704790363,0.2123336085527711,0.2006229478565952,0.15472355996193177,0.16103792040874626,0.15020566482875294,0.19266813106306988,0.29214033633995745,0.1399014851658247,0.03908933632806901,0.11917385763851025,0.12589094066163728,0.17429702274630965,0.06733512745130572,0.21247291572563154,0.22942929770376114,0.1393868435430487,0.04759859782168661,0.05627686447563946,0.2974005401540931,0.09761592266361288,0.07449249668044759,0.29954023045224987,0.05948538787546478,0.1575853600337098,0.21818131156006648,0.20653958187863958,0.0203988185460304,0.21048500233784195,0.1167100923534272,0.41766946475553757,0.1141618463557496,0.16617068870550514,0.1369162085581606,0.07858642613591177,0.13883433582936144,0.1056408939971301,0.1712917596948758,0.14055799447690565,0.1606708276123943,0.10811152733465638,0.24469478285237498,0.07599339707025099,1.0,0.16624564309890966,0.1183888056559421,0.28925753275402144,0.1836796756975732,0.14651368406524404,0.037770262594224634,0.12370885153469859,0.042068233647158844,0.1109513676582136,0.18743636945525077,0.2204388827325405,0.13033118497330243,0.1459135004338244,0.15539752147126917,0.10245168282241734,0.14499898324823432,0.3539919329280677,0.21987117002856085,-0.009663382978790202,0.058868985728289844,0.2795123510548946,0.23377196235845718,0.2985456150956521,0.36018035188658,0.15550482300102944,0.09526719571130984,0.12432382691722624,0.15149180020927058,0.0885437559046777,0.10965310452831357,0.2869182012606729,0.18707343666649467,0.07499178697805411,0.20480188518780298,0.2174160973487276,0.15812724860226507,0.09170176417792772,0.18168240173778447,0.21161789355749905,0.08003841371427435
DE,0.42717069465897306,0.3389565392674368,0.3280043877606324,0.23060908098157676,0.23634519410311255,0.3377337034394895,0.2354514340133703,0.24089972056681244,0.3269595384511578,0.08698242265059136,0.14016134143289,0.4450007158103679,0.40867082052445874,0.1949732013315118,0.4134006808737225,0.39597148194052156,0.41259294103883265,0.12346111281983826,0.17264641460634034,0.1594355344454906,0.1807548337249993,0.32651185264609556,0.30305841210352874,0.3139948192618862,0.43373525269740326,0.3405928553212405,0.35492281850816265,0.1804798557731234,0.1657048848049873,0.3352006329870113,0.13805383595928267,0.47220577240202155,0.3243525348624549,0.27405192535251904,0.4520780346998773,0.348481422655785,0.08476932271064294,0.2133293108059601,0.46743059465504744,0.3576536092310701,0.25588917498799296,0.4713037858165793,0.24862834364249786,0.4749286847850343,0.2588070725279121,0.31960742138955117,0.36864655013953884,0.6034875554679748,0.5117142950468602,0.2209745499812115,0.36589365947989355,0.3745902347311857,0.41060814444073535,0.4043095561111775,0.3281234795416628,0.16624564309890966,1.0,0.2497133108584378,0.3476490003232559,0.2937423924357275,0.15605904938954343,0.31962867525174016,0.2829408299641739,0.4011303433516404,0.23303928563686546,0.4780126817758723,0.3721671850625612,0.1636754520455821,0.45440058205247164,0.47254959434665633,0.4178370376402268,0.13798523495229384,0.35617250286534485,0.30718479240061597,0.3134433575225184,0.412627086623611,0.4497652244933794,0.1497076365369503,0.13047588472457192,0.179887436976893,0.42043510739859896,0.16446486626018034,0.47876290879516054,0.45709656796187964,0.14033603993843674,0.3344315203501282,0.2547617433853418,0.20978492112263503,0.16729422097332516,0.4514537489997568,0.17775560739573892,0.19159515865798415,0.3077542081095666,0.5684540265505837,0.33804872316629064,0.3435996723499808
INTU,0.372980620490977,0.3997690196969735,0.4484410886699749,0.32818615588113054,0.3332883172844382,0.3100306550930435,0.406166562659398,0.34073528847352696,0.41955212942127545,0.09945691985669078,-0.007241546404075704,0.3992183632876819,0.3924373508216935,0.06685224035714706,0.19440073766149152,0.25492641808519834,0.2661255985179432,0.08544466905616796,0.04438427854752491,0.05670597653434183,0.10215156268408493,0.3445683055921172,0.30365592460957436,0.23749566404452266,0.39929811536234283,0.32020545401656814,0.2973904402760735,0.12317822201020782,0.021566698606845364,0.5059931738615725,0.3830810059092063,0.42323859954747683,0.36134838808197756,0.25648975843054383,0.36663803052496824,0.31584535823556403,0.06306216466003285,0.05273175708930621,0.2922303541072512,0.3681122370324609,-0.004562725450331817,0.4671210430566875,0.24371636742422964,0.48279499270421145,0.13221265291179551,0.3107831290563412,0.436506367061892,0.36909685551393295,0.44977884140743224,0.06301515072673972,0.4166066594005179,0.24430873054597665,0.30891572912422105,0.39125215379340383,0.25886564549816676,0.1183888056559421,0.2497133108584378,1.0,0.40636540179929903,0.24728645480937303,-0.04139655635628742,0.5199175934323517,0.49609046562081166,0.4591230130574684,0.17558528901041617,0.24855734646237734,0.4177535425356282,0.09021355453193242,0.41674397840066263,0.4291295920920896,0.3609284004600913,-0.07013394656103297,0.24503037809409509,0.22582068733707247,0.1627844562915609,0.41754755886532396,0.41363040215579705,0.003635146632011846,-0.05462965927134721,-0.0023265399037525223,0.3436843454281977,0.16729332008695463,0.38373733573877356,0.3619717935304373,0.18893662652777446,0.3955749187145328,0.16205063255972588,0.03778043155648946,0.13681599407637615,0.3604164494369592,0.019398787583030132,0.022622413962657035,0.2765169482211102,0.33217576078331745,0.24084197758772233,0.44766896511198506
GE,0.3879300679969028,0.4188572141192063,0.4308149604928083,0.3475838424347661,0.35370259992308445,0.43275038408222166,0.4744847502404071,0.35577329742476255,0.4638580536064327,0.08193606205865253,0.024532779184438407,0.5618161527413036,0.523010884104184,0.13230998345424624,0.2646013231936022,0.31799952701562795,0.32997052413445704,0.10121189940365118,0.032007760342654804,0.0909698531771386,0.1904343260917272,0.33084601915682477,0.3911435621129331,0.308614704798089,0.5660253447915489,0.3473138189934108,0.3286557377012647,0.14104455424688392,0.09076754347183903,0.38395147214473346,0.4645515320987882,0.44684549325851153,0.4339104886287421,0.2958754506868318,0.4084948656152995,0.4157537578520316,0.06543769617392821,0.14351447699491257,0.3968664520932622,0.4888998736076396,0.15313175454244923,0.5637546582415848,0.4765041349069622,0.6061950968271316,0.1500984183739373,0.3871793555397205,0.42427133080184115,0.48737333727398385,0.5856676778878427,0.21908102813575728,0.494321748046097,0.34352811565490526,0.2933132172796437,0.5333668125272274,0.48072672972171443,0.28925753275402144,0.3476490003232559,0.40636540179929903,1.0,0.3029514370077393,0.010651891115355947,0.40515403903617675,0.49703641993037306,0.48852337667909806,0.15058691527276752,0.3713202241872847,0.4726794188332101,0.2136813470114021,0.49051607933590485,0.5040548346557024,0.3950613091357738,0.0476299536719723,0.3703941524078061,0.24296105271820975,0.16364990658783163,0.5312824519645669,0.48436184843141095,0.07307069689950448,0.10255290776551912,0.11871234613866899,0.3436471830379493,0.19235698507302593,0.4844980966125953,0.4614351419527086,0.16001775761483197,0.45275481406422247,0.29052363592651453,0.022793626669313956,0.1681582977903916,0.3977877661914029,0.11697026952593248,-0.009051116363666258,0.3905773807619719,0.4150577199845268,0.22899500455050578,0.5632103270325237
MDT,0.3118305971516657,0.13860697831178906,0.20599242942697443,0.08153570252320735,0.08582980195653078,0.42623664470938444,0.0989848502070002,0.1306958109951615,0.18130483912191256,0.1711005575395874,0.414317243657036,0.3331514731962156,0.42662915132139223,0.3313523958541397,0.26797547210855915,0.34230378401333494,0.3561508971187903,0.3187287089499948,0.3673254700730783,0.3215587407328254,0.32940183367968634,0.21199116983059849,0.25803233497896716,0.4291158987398458,0.3486464052097249,0.28521693172347345,0.44430580330700165,0.261900249462428,0.3003115814941802,0.2554269004017006,0.1642261694206067,0.4276569087444933,0.3486740326769019,0.13072358199467388,0.37991702103396713,0.18688198707601977,0.1628688331453131,0.3817086504821813,0.44712474543088193,0.3078657815535183,0.3148691342341673,0.3330106273395632,0.29483625208219255,0.33787234318015896,0.36900040751316554,0.2388363251841918,0.37277072668416067,0.33939375190271087,0.3605078218600184,0.18624597497290085,0.25273722032299667,0.2897936933153338,0.3598201698575043,0.35217395835602866,0.22680885764214528,0.1836796756975732,0.2937423924357275,0.24728645480937303,0.3029514370077393,1.0,0.2568219226235963,0.17956199054137875,0.3392459036321846,0.2086776921975007,0.30637786080082285,0.3879035818211411,0.5504749499739306,0.2761678472391654,0.41407965905414806,0.38592145659383,0.2886381721966448,0.20998570830650026,0.4241883283048597,0.4316879107314025,0.22274157878054712,0.3123719932668399,0.4507423798063804,0.2250114986874295,0.34408333799175245,0.32913142832647935,0.348458508842167,0.4489819108589215,0.39995515578433816,0.36351134106718747,0.15939986309127008,0.1885086320585074,0.45082942390052566,0.3239314406534739,0.2812010953262174,0.37367281149225423,0.29630564132991755,0.3439928219351628,0.2792017607905892,0.4405347602921821,0.23837123325163675,0.15490854716332877
AMT,0.04194570069140532,-0.08651595448328289,-0.2092205387366972,-0.21571047141048316,-0.20546843391295333,0.16986446094168925,-0.2164752667089707,-0.10932719460985289,-0.15287503973619357,-0.019337962278876773,0.42870536414078236,-0.1061577149296416,0.16359731809649108,0.46863584152600307,0.05514221505599691,0.32675686928359354,0.05200417985368328,0.2710091091901579,0.4250231404266856,0.4881505548041416,0.30366485981179603,0.030025447790867403,0.194528266440088,0.1202102507530258,-0.03818426817969004,0.011686170241548253,0.1394536672392812,0.3339283805949605,0.21245499813469576,-0.08588082776059208,-0.0393537524454836,0.3123402317901819,-0.045718127798915584,0.011391328019178724,0.1459263774710532,-0.15535679808524952,0.31936196346361645,0.4553661205079028,0.07834335923592015,-0.11875656955053593,0.480788965129659,-0.08040165962163542,0.06391554406872028,-0.09297074577484014,0.31178961506079106,0.08684703401582032,-0.02978182651292852,-0.036780477040203784,-0.07077161186484537,-0.01066987208032316,0.02302868849385944,-0.018048187895983926,0.27704756120892365,0.24082094110480282,-0.04856734425011012,0.14651368406524404,0.15605904938954343,-0.04139655635628742,0.010651891115355947,0.2568219226235963,1.0,-0.09538538484647363,0.006888116406168851,0.023506056484614513,0.06369327023581814,0.279840237879473,0.22624774181400673,0.38553202793303676,-0.053207557573851705,0.08476277625138841,0.12464838873712343,0.34448823630202624,0.3618508335794054,0.35543783614999186,0.06962496369381797,-0.1258543128513376,0.18090161005786645,0.25824508207340563,0.5680150846737572,0.59660797093347,0.030068551495176368,0.1489654167185804,-0.02092033913527024,-0.04772929669206425,0.19931617946573504,-0.12920450288639979,0.39178305674399766,0.5225088813478167,0.09775751321003369,0.3586946601231459,0.1505664882260338,0.522133728184163,0.23555016991585215,0.23466935472602046,0.008067676480310053,-0.17139961876494084
NOW,0.4410467867555403,0.6256200053140176,0.6024353696593103,0.41176908021173153,0.4143235161585593,0.2956222592801826,0.5198300490510173,0.44890162151054935,0.5155342745790348,0.05789787088702389,-0.11265322460257546,0.4494909687882703,0.4134380825778905,-0.03432949596178335,0.15959129454450374,0.3185151205552535,0.2253473490653654,0.05196798832676969,-0.07223747216793665,-0.10408695820968955,0.09464492459251606,0.47107650585758704,0.3769534628169786,0.15618995478091735,0.4387934771978117,0.4628198319309163,0.2937400734100531,0.0727905787482014,0.048466125250173846,0.7484120806180801,0.516335303726145,0.33462482363204477,0.4400634039839922,0.2677804105293089,0.32120784865654173,0.3980041524061635,0.05550770713429623,-0.002531169600451375,0.22265567535070754,0.4433134691591939,-0.08871971104215673,0.5292223301975381,0.2562754285719357,0.5381487942659131,0.12783253447244156,0.06890034973949548,0.5093443862922836,0.5016000247126021,0.5654213937347277,0.010012684426732577,0.4385160348567515,0.2757215378748665,0.275680337389682,0.4253435965220587,0.37437423686832977,0.037770262594224634,0.31962867525174016,0.5199175934323517,0.40515403903617675,0.17956199054137875,-0.09538538484647363,1.0,0.5691246589331574,0.5116764458442175,0.1282550305729525,0.3144732130636524,0.45783498111775084,0.022130523562827048,0.5174147557610647,0.4769509328216606,0.5089435938585538,-0.06593177556508949,0.20129582513338112,0.15553286013715614,0.22895259405850593,0.481371706153101,0.39410753292383693,0.05236093895244376,-0.15867586991213525,-0.17003405009905406,0.29869267387408116,0.1513454914081415,0.4483983707639449,0.43193878647141704,0.156030864643294,0.4377869437891952,0.11011097941512321,-0.08278277856102498,0.11495836565548888,0.32508453339120047,0.033146067048742824,-0.11498316213690869,0.356167018346195,0.33778990068374537,0.2530887553448651,0.49733225020619215
ISRG,0.48020337867703544,0.5012216372045271,0.5300977856238122,0.3475116109410838,0.3535771204481511,0.3649831918053798,0.5435975122323597,0.48303074313750594,0.5619764836400383,0.08030832520790798,0.02633707742600196,0.48117568032234437,0.49404745343433576,0.12606846832887283,0.23259300849044243,0.4159876534469267,0.2883199064275622,0.16775561266243108,0.11546163858832023,0.08418630507481221,0.1596390510299441,0.40068191268615977,0.43417457927312314,0.31777715031491355,0.4875893103507764,0.43396530079594875,0.4014732472167608,0.14658561831378844,0.07704693782386136,0.5079607126645613,0.5847196975084535,0.46857096128824305,0.5312429341368966,0.3189794937839246,0.46433955883370764,0.4292723985925441,0.1307727389412728,0.10920060563718144,0.3317627490486492,0.4702133791427516,-0.02497261142018021,0.5769090895758135,0.2927021391543918,0.5877197819581228,0.191342789963712,0.341187570160256,0.5641757483534714,0.4003373668795828,0.573307311630621,0.051981929001247575,0.45396038955806894,0.3342632110260118,0.34611319721225486,0.5090586641025966,0.4527018817475722,0.12370885153469859,0.2829408299641739,0.49609046562081166,0.49703641993037306,0.3392459036321846,0.006888116406168851,0.5691246589331574,1.0,0.5238430480302562,0.21049768712146188,0.37430343127508986,0.6406973593565095,0.0767450115320852,0.625932969848415,0.5667480400235106,0.4621061619320305,-0.07590031726623804,0.31539388572316307,0.3182884613044649,0.24215923516602253,0.5217174907092379,0.4768676200908733,0.0023698249968355824,-0.053081610622742276,-0.020492052954425938,0.36971399711234104,0.23291411193227862,0.43774913825533396,0.43271591296732625,0.15553488170357785,0.49492488250431343,0.1874068425098676,0.04594919014623322,0.17002922539618937,0.4106125689817253,0.03891221987644076,0.04569813785596961,0.45129538089447757,0.43691989295172673,0.28652334877207525,0.5229214633912603
BKNG,0.517788415630914,0.4177242102506734,0.47665432306215244,0.38983271437302347,0.39699213257828575,0.41603929695345987,0.4563469276381276,0.41534665451333197,0.5007196141231888,0.04505157721463625,-0.024828469804688526,0.5493071728990895,0.5601656441922177,0.14307313526622126,0.22353551793850998,0.37167522148791926,0.3016011932698078,0.09841120129145371,0.12029907916029063,0.09555333659557737,0.13475403870440983,0.45112147767198985,0.425983542362186,0.23865149996206436,0.5487454749438561,0.36937495486515215,0.27065116449881904,0.19896155646724675,0.1540711214068491,0.5028929409739314,0.4612929151944659,0.43682617418003267,0.4450319637568149,0.25671430541313495,0.43346635492532753,0.4350598662399706,0.1383930258342615,0.10124907933150533,0.4495735185781923,0.5032122173657413,0.058415646432925586,0.6253459462359767,0.20848295346540044,0.6218893135661417,0.13910851195184745,0.4092693468480502,0.4512261083470703,0.47599181056973994,0.6409120289497252,0.10704464168411883,0.5019597421487689,0.33296395091194453,0.3677911075647778,0.5037373125967215,0.3898856310524452,0.042068233647158844,0.4011303433516404,0.4591230130574684,0.48852337667909806,0.2086776921975007,0.023506056484614513,0.5116764458442175,0.5238430480302562,1.0,0.1932695733126044,0.30015896611938403,0.46443489513177627,0.15772189080472412,0.5229472494698847,0.5783550145067506,0.5196806167773124,0.10683066305870025,0.3213273647752146,0.25478610094179593,0.23035013038916552,0.5443859932149123,0.5143658776703348,0.03495121059379289,0.04073658524497953,0.07846462497650297,0.39361275696962256,0.16905144269914119,0.5198792975637144,0.5036243002571037,0.13699346021250824,0.35704915478446686,0.2216207875552525,0.08394098360325312,0.12184269580499305,0.38683310359206036,-0.0055635951171098775,0.11036020540607797,0.4135676628088881,0.4107975826293426,0.22325831020089978,0.4791234872140367
